CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,section,clean_sentence_text
6a,PMC3018567,S89,14217,14328,Procedures, Plasma whole blood cell pellet separated centrifugation stored assays done
6a,PMC3018567,S90,14329,14542,Procedures, For detection HIV 1 proviral DNA infants 6 weeks DNA extracted stored whole blood cell pellets amplified nested PCR three conserved viral regions tat gp41 nef webappendix p 1
6a,PMC3018567,S91,14543,14755,Procedures, For cord 6 week samples plasma HIV load measured Bayer Versant branched DNA assay version 3 0 Bayer Leverkusen Germany Roche Amplicor HIV 1 RNA Monitor test version 1 5 Roche NJ USA
6a,PMC3018567,S92,14764,15026,Procedures, Infants regarded HIV positive 6 week sample positive DNA PCR viral regions viral load 1000 copies per mL four infants viral load data available used establish HIV status
0,PMC3018567,S93,15027,15239,Procedures, Viral load DNA PCR results concordant apart one infant viral load 6699 copies per mL PCR negative seronegative rapid test algorithm age 18 months classified HIV negative
6a,PMC3018567,S94,15240,15396,Procedures, In infants HIV infection transmission regarded likely intrauterine viral load cord blood 1000 copies per mL
0,PMC3018567,S96,15448,15511,Statistical analysis, Analysis done children older 15 months
0,PMC3018567,S97,15512,15660,Statistical analysis, Data samples measurements obtained routine 1 year visits included child attended within 2 months first birthday
0,PMC3018567,S98,15661,15732,Statistical analysis, Data illness events mortality censored strictly 1 year
0,PMC3018567,S99,15733,15791,Statistical analysis, Results younger twins excluded analyses
7a,PMC3018567,S100,15800,15994,Statistical analysis, On basis preliminary study 32 planned cohort size 2500 expected accrue 1860 person years follow up infancy 1594 infants expected seen age 1 year
7a,PMC3018567,S101,15995,16406,Statistical analysis, For either maternal treatment assuming interaction treatments number would give 80 power detect rate ratios 0  82 malaria 0  91 diarrhoea 0  76 pneumonia p values less 0  05 assuming frequency disease placebo groups 50 per 100 person years malaria 33 190 per 100 person years diarrhoea 34 25 per 100 person years pneumonia 35
0,PMC3018567,S102,16407,16545,Statistical analysis, Incidence tuberculosis measles expected low 18 therefore large differences incidence would detected
0,PMC3018567,S103,16546,16692,Statistical analysis, Samples 1594 infants assessed 1 year would detect differences infant cytokine responses 0  11 log10 intervention groups 18 32
0,PMC3018567,S104,16701,16849,Statistical analysis, The patients included analysis primary outcomes differed data outcome obtained different times
0,PMC3018567,S105,16850,17111,Statistical analysis, For immune response age 1 year analysis included children provided blood sample 1 year received full BCG cCFP analysis tetanus tetanus toxoid analysis immunisation Entebbe Hospital second born twins excluded
0,PMC3018567,S106,17112,17234,Statistical analysis, For incidence infectious diseases infancy analysis included liveborn children excluding second born twins
0,PMC3018567,S107,17235,17459,Statistical analysis, For vertical HIV transmission analysis included children whose mothers receiving highly active antiretroviral therapy blood samples age 6 weeks available second born twins excluded
0,PMC3018567,S108,17468,17574,Statistical analysis, Cytokine antibody responses showed skewed distributions disproportionate numbers zero values
12a,PMC3018567,S109,17575,17741,Statistical analysis, Results transformed log10 concentration 1 analysed linear regression bootstrapping estimate bias corrected accelerated confidence intervals 36
12a,PMC3018567,S110,17742,17818,Statistical analysis, Regression coefficients back transformed give geometric mean ratios
12a,PMC3018567,S111,17819,17862,Statistical analysis, Interactions examined Wald tests
0,PMC3018567,S112,17871,17999,Statistical analysis, For doctor diagnosed disease incidence time risk began birth censored loss follow up death age 1 year
0,PMC3018567,S113,18000,18150,Statistical analysis, All children known date birth included analysis censoring irrespective whether made clinic visit illness
12a,PMC3018567,S114,18151,18214,Statistical analysis, For disease calculated incidence rates events
0,PMC3018567,S115,18215,18479,Statistical analysis, Disease episodes within 14 days initial presentation disease regarded part episode excluded analysis time risk adjusted accordingly excluding 14 day periods total person time denominator
12a,PMC3018567,S116,18480,18615,Statistical analysis, Hazard ratios HRs effects treatment calculated Cox regression robust SEs allow within child clustering
12a,PMC3018567,S117,18616,18803,Statistical analysis, For community reported illness data generalised estimating equation approach exchangeable correlation structure used model effects treatment repeated binary outcomes
12a,PMC3018567,S118,18804,18921,Statistical analysis, Odds ratios ORs effects treatment vertical HIV transmission calculated logistic regression
12a,PMC3018567,S119,18930,19042,Statistical analysis, The prevalence asymptomatic malaria 1 year compared treatment groups logistic regression
12a,PMC3018567,S120,19043,19229,Statistical analysis, Infant mortality per 1000 livebirths estimated Kaplan Meier survival probabilities age 1 year effects maternal anthelmintic treatment assessed Cox regression
12a,PMC3018567,S121,19230,19379,Statistical analysis, Weight for age height for age weight for height Z scores 1 year derived WHO growth standard reference scales igrowup macros
12a,PMC3018567,S122,19380,19484,Statistical analysis, We examined effects maternal treatment Z scores haemoglobin 1 year linear regression
12b,PMC3018567,S123,19493,19711,Statistical analysis, We two prespecified subgroup analyses examining effects albendazole treatment children mothers hookworm infection effects praziquantel treatment children mothers schistosomiasis
12b,PMC3018567,S124,19712,19806,Statistical analysis, Differences subgroups examined fitting interaction terms regression models
12a,PMC3018567,S125,19807,19884,Statistical analysis, All p values two sided adjustment made multiple comparisons
12b,PMC3018567,S125,19807,19884,Statistical analysis, All p values two sided adjustment made multiple comparisons
12a,PMC3018567,S126,19885,19920,Statistical analysis, Analyses done Stata 10 1
0,PMC3018567,S128,19978,20110,Role of the funding source, The sponsor study role study design data collection data analysis data interpretation writing report
0,PMC3018567,S129,20111,20232,Role of the funding source, AME full access data study final responsibility decision submit publication
4a,PMC3028347,S36,5019,5650,Study sample., Obese children aged 6  12 years recruited newspaper advertisements letters physicians eligible BMI percentile according Centers Disease Control Prevention 2000 growth charts United States prepubertal early pubertal defined breast Tanner stage I  III girls testes 8 mL boys fasting hyperinsulinemia defined fasting insulin 99th percentile fasting insulin among 224 nonobese 6 12 year old children studied outpatients National Institutes Health NIH insulin assay unpublished data
0,PMC3028347,S37,5651,5717,Study sample., This cut point also consistent prior adult data 41
4a,PMC3028347,S38,5718,5904,Study sample., Children excluded impaired fasting glucose diabetic reported diagnosed renal cardiac endocrine pulmonary hepatic disease might alter body weight
4a,PMC3028347,S39,5905,6107,Study sample., Subjects excluded baseline creatinine 1 mg dL alanine aminotransferase ALT aspartate aminotransferase AST exceeded 1 5 times upper limit laboratory normal range
0,PMC3028347,S40,6108,6310,Study sample., The study approved Institutional Review Boards Eunice Kennedy Shriver National Institute Child Health Human Development NICHD NIH Phoenix Area Indian Health Service
0,PMC3028347,S41,6311,6384,Study sample., Written assent consent obtained children parents
0,PMC3028347,S42,6385,6464,Study sample., The study overseen Data Safety Monitoring Board convened NICHD
3a,PMC3028347,S45,6584,6848,Design overview., After outpatient screening visit participants admitted inpatients NIH Clinical Research Center CRC assessment entered 6 month randomized placebo controlled double blind treatment period readmitted reassessment
0,PMC3028347,S46,6849,6957,Design overview., Participants completed randomized phase offered additional 6 months open label metformin
5,PMC3028347,S48,7022,7155,Randomization and interventions., We randomly assigned participants 1 1 randomization ratio receive metformin hydrochloride placebo twice daily meals
8a,PMC3028347,S49,7156,7314,Randomization and interventions., Investigators assigned consecutive code numbers participants prespecified lists stratified race ethnicity sex degree pubertal development
8b,PMC3028347,S50,7315,7585,Randomization and interventions., The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
11b,PMC3028347,S50,7315,7585,Randomization and interventions., The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
8a,PMC3028347,S50,7315,7585,Randomization and interventions., The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
11b,PMC3028347,S51,7586,7649,Randomization and interventions., Grade SST Corporation Clifton NJ capsules 250 mg capsule
8b,PMC3028347,S51,7586,7649,Randomization and interventions., Grade SST Corporation Clifton NJ capsules 250 mg capsule
8a,PMC3028347,S51,7586,7649,Randomization and interventions., Grade SST Corporation Clifton NJ capsules 250 mg capsule
9,PMC3028347,S52,7650,7797,Randomization and interventions., Pharmacy personnel involved conduct study dispensed study capsules containers differed participant code number
11a,PMC3028347,S53,7798,7946,Randomization and interventions., No participant investigator medical nursing staff interacting participants aware study group assignments trial
5,PMC3028347,S54,7955,8207,Randomization and interventions., Once baseline assessments completed subject  s study medication dose progressively increased according prespecified algorithm 3 week period starting 500 mg twice daily increasing maximum dose 1 000 mg twice daily
