PMCID,sentence_id,CONSORT_Item,sentence_text
PMC3018567,S103,0,"Samples from 1594 infants assessed at 1 year would detect differences in infant cytokine responses of 0Â·11 log10 between intervention groups.18,32"
PMC3018567,S104,0,The patients that were included in analysis for each of the primary outcomes differed because data for each outcome was obtained at different times.
PMC3018567,S105,0,"For immune response at age 1 year, analysis included all children who provided a blood sample at 1 year and who had received full BCG (for cCFP analysis) or tetanus (for tetanus toxoid analysis) immunisation at Entebbe Hospital; second-born twins were excluded."
PMC3018567,S106,0,"For incidence of infectious diseases during infancy, analysis included all liveborn children, excluding second-born twins."
PMC3018567,S107,0,"For vertical HIV transmission, analysis included all children whose mothers were not receiving highly-active antiretroviral therapy, and from whom blood samples at age 6 weeks were available; second-born twins were excluded."
PMC3018567,S108,0,"Cytokine and antibody responses showed skewed distributions, with disproportionate numbers of zero values."
PMC3018567,S109,12a,Results were transformed to log10(concentration+1) and analysed by linear regression with bootstrapping to estimate bias-corrected accelerated confidence intervals.36
PMC3018567,S110,12a,Regression coefficients were back-transformed to give geometric mean ratios.
PMC3018567,S111,12a,Interactions were examined with Wald tests.
PMC3018567,S112,0,"For doctor-diagnosed disease incidence, time at risk began at birth and was censored at loss to follow-up, death, or age 1 year."
PMC3018567,S113,0,"All children with known date of birth were included in the analysis until censoring, irrespective of whether they had made a clinic visit for illness."
PMC3018567,S114,12a,"For each disease, we calculated incidence rates for all events."
PMC3018567,S115,0,"Disease episodes within 14 days of an initial presentation with the same disease were regarded as part of the same episode and excluded from the analysis; time at risk was adjusted accordingly, excluding these 14-day periods from the total person-time denominator."
PMC3018567,S116,12a,"Hazard ratios (HRs) for effects of treatment were calculated with Cox regression, with robust SEs to allow for within-child clustering."
PMC3018567,S117,12a,"For community-reported illness data, a generalised-estimating-equation approach with exchangeable correlation structure was used to model effects of treatment on repeated binary outcomes."
PMC3018567,S118,12a,Odds ratios (ORs) for the effects of treatment on vertical HIV transmission were calculated with logistic regression.
PMC3018567,S119,12a,The prevalence of asymptomatic malaria at 1 year was compared between treatment groups with logistic regression.
PMC3018567,S120,12a,"Infant mortality per 1000 livebirths was estimated from Kaplan-Meier survival probabilities to age 1 year, and effects of maternal anthelmintic treatment were assessed by Cox regression."
PMC3018567,S121,12a,"Weight-for-age, height-for-age, and weight-for-height Z scores at 1 year were derived from WHO growth standard reference scales, with igrowup macros."
PMC3018567,S122,12a,We examined effects of maternal treatment on Z scores and on haemoglobin at 1 year by linear regression.
PMC3018567,S123,12b,"We did two prespecified subgroup analyses, examining effects of albendazole treatment in children of mothers with a hookworm infection, and effects of praziquantel treatment in children of mothers with schistosomiasis."
PMC3018567,S124,12b,Differences between subgroups were examined by fitting interaction terms in regression models.
PMC3018567,S125,"12a,12b",All p values were two-sided with no adjustment made for multiple comparisons.
PMC3018567,S126,12a,Analyses were done with Stata 10.1.
PMC3018567,S128,0,"The sponsor of the study had no role in study design, data collection, data analysis, data interpretation, or writing of the report."
PMC3018567,S129,0,AME had full access to all the data in the study and had final responsibility for the decision to submit for publication.
PMC3028347,S36,4a,"Obese children, aged 6â€“12 years, recruited through newspaper advertisements and letters to physicians, were eligible if they had BMI â‰¥95th percentile according to the Centers for Disease Control and Prevention 2000 growth charts for the United States; were prepubertal or early pubertal (defined as breast Tanner stage Iâ€“III for girls; testes <8 mL for boys); and had fasting hyperinsulinemia, defined as fasting insulin â‰¥15 Î_U/mL, the 99th percentile for fasting insulin among 224 nonobese 6- to 12-year-old children studied as outpatients at the National Institutes of Health (NIH) with the same insulin assay (unpublished data)."
PMC3028347,S37,0,This cut point is also consistent with some prior adult data (41).
PMC3028347,S38,4a,"Children were excluded if they had impaired fasting glucose, were diabetic, or reported a diagnosed renal, cardiac, endocrine, pulmonary, or hepatic disease that might alter body weight."
PMC3028347,S39,4a,Subjects were excluded for baseline creatinine >1 mg/dL and for alanine aminotransferase (ALT) or aspartate aminotransferase (AST) that exceeded 1.5 times the upper limit of the laboratory normal range.
PMC3028347,S40,0,"The study was approved by the Institutional Review Boards of the Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD), NIH, and the Phoenix Area Indian Health Service."
PMC3028347,S41,0,Written assent and consent were obtained from children and their parents.
PMC3028347,S42,0,The study was overseen by a Data and Safety Monitoring Board convened by NICHD.
PMC3028347,S44,14a,We conducted a single-center trial from September 2000 to August 2008.
PMC3028347,S45,3a,"After an outpatient screening visit, participants were admitted as inpatients to the NIH Clinical Research Center (CRC) for assessment and then entered a 6-month randomized placebo-controlled double-blind treatment period and were then readmitted for reassessment."
PMC3028347,S46,0,Participants who completed the randomized phase were offered an additional 6 months of open-label metformin.
PMC3028347,S48,5,"We randomly assigned participants in a 1:1 randomization ratio to receive metformin hydrochloride or placebo, twice daily with meals."
PMC3028347,S49,8a,"Investigators assigned consecutive code numbers to participants from prespecified lists stratified by race/ethnicity, sex, and degree of pubertal development."
PMC3028347,S50,"8b,11b,8a",The CRC Pharmaceutical Development Section used permuted blocks with stratification to generate allocations that translated code numbers into study group assignments by using a pseudo-random number program and prepared identically appearing placebo and metformin (U.S.P.
PMC3028347,S51,"11b,8b,8a","Grade; SST Corporation, Clifton, NJ) capsules (250 mg/capsule)."
PMC3028347,S52,9,Pharmacy personnel not involved with the conduct of the study dispensed study capsules in containers that differed only by participant code number.
PMC3028347,S53,11a,"No participant, investigator, or other medical or nursing staff interacting with participants was aware of study group assignments during the trial."
PMC3028347,S54,5,"Once baseline assessments were completed, subjectâ€™s study medication dose was progressively increased according to a prespecified algorithm over a 3-week period, starting with 500 mg twice daily and increasing to a maximum dose of 1,000 mg twice daily."
PMC3028347,S55,5,The typical adult maximum dose was selected as the goal because the weight of the severely obese participants to be enrolled (Table 1) was anticipated to be similar to that of adults.
PMC3028347,S56,5,We decreased the dose by 250 mg/dose for 1 week when participants reported difficulty tolerating study medication and then attempted to increase it.
PMC3028347,S57,5,Study medication dose was progressively lowered by 250 mg/day if a prescribed dosage could not be tolerated after a 7-day trial.
PMC3028347,S58,5,"Once a tolerated dose was found, attempts were made to increase the dosage prescribed."
PMC3028347,S59,5,Study medication was discontinued if 250 mg/day was not tolerated.
PMC3028347,S60,5,A daily chewable multivitamin (Flintstones Complete) containing 6 Î_g cyanocobalamin was also prescribed.
PMC3028347,S61,5,"After conclusion of the randomized phase, participants were prescribed increasing doses of commercially available metformin in two divided doses with a maximum dose of 2,000 mg/day plus a daily multivitamin for an additional 6 months."
PMC3028347,S62,"15,5","TABLE 1 Baseline participant characteristics          During both study phases, each participant and a parent/guardian met monthly with a dietitian who administered a weight-reduction lifestyle modification program that promoted a reduced-energy diet, increased physical activity, and decreased inactivity."
PMC3028347,S63,5,Participants were trained to complete a baseline 7-day food diary that was reviewed by a registered dietitian.
PMC3028347,S64,5,These data were used to offer individualized prescriptions for a â€œtraffic lightâ€ù style (42) 500 kcal/dayâ€“deficit diet that reduced fat and energy intake.
PMC3028347,S65,5,The exercise prescription consisted of encouraging 30 min of aerobic exercise every day and inclusion of lifestyle exercise whenever possible and was monitored by pedometer readings recorded by parents.
