CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,clean_sentence_text
4a,PMC3623038,S37,4784,5081, Other notable exclusion criteria included inability walk unaided dopaminergic treatment ii dementia diagnosed according DSM IV R criteria Mattis Dementia Rating Scale score 130 iii ongoing administration NMDA antagonist memantine
7a,PMC4621368,S74,10781,10932, Mean cardiac troponin T release quantified AUC 36 12   g L SD 26 08 20 58   g L SD 9 58 control treated patients respectively
7b,PMC3386495,S100,16784,17213, The independent data monitoring committee met least annually review unmasked data major outcome events trial background stroke unit care received trial patients ensure equal treatment groups relevant external data including updates Cochrane systematic review reports large scale registries rt PA use strict confidence throughout course trial
12a,PMC3944682,S96,14802,14984, We used analysis covariance factorial study main continuous outcomes controlling stratification analgesic steam strategies confounders appropriate
5,PMC4215282,S70,10066,10315, For patients prematurely discontinued study treatment completed 24  weeks treatment chose enter extension study two safety follow up visits performed 7 30  days last dose study drug figure 1
3a,PMC5009486,S54,8502,8697, This randomized incomplete block crossover placebo blinded active open label control study NCT01566773 conducted 10 sites USA 11 April 2012 10 August 2012
0,PMC3109952,S76,10541,10598, This difference 17 statistically significant
6a,PMC3103669,S66,10257,10338, The main secondary outcome mean number flares per patient 16 weeks
6a,PMC3242163,S39,5514,5643, Information sought suspected heart attacks strokes vascular procedures cancers serious adverse events
6a,PMC3489506,S83,11285,11426, Weekly seizure diaries recording type number seizures completed children pre existing diagnosis epilepsy
0,PMC4085478,S63,8636,8764, Stool samples taken exclude infectious enterocolitis including Clostridium difficile Escherichia coli 0157 H7
6a,PMC3128457,S87,11713,11985, We also reported poor outcome  defined patient developed one following follow up period  significant haemorrhage growth new intracranial haemorrhage new focal cerebral ischaemic lesions need neurosurgery death
6a,PMC4797126,S90,14212,14566, The primary endpoint annualized exacerbation rate calculated total number protocol defined exacerbations observed group treatment period divided total patient weeks risk number weeks first study drug administration earliest Week 36 study discontinuation group multiplied 52
7a,PMC4797126,S103,16443,16780, This sample size also provided approximately 70  power detect 50  reduction average exacerbation rates subgroup periostin high patients assuming 0 69 exacerbations per patient placebo group 36 week period significance level 0 15 50  patients treatment arm periostin high
6a,PMC3756454,S55,8509,8715, Citrate acidified buffered citrate samples centrifuged 2000  g 30  min 4  C EDTA samples 1000  g 10  min 20  C Platelet free plasma decanted stored 80  C assay
6a,PMC3103669,S55,8189,8539, Safety assessments performed scheduled visits 2 4 8 12 16 20 24 weeks included collection blood samples assessment inflammatory marker C reactive protein CRP haematology immunogenicity baseline weeks 8 16 24 doctor s assessments local tolerability sites subcutaneous injections
6a,PMC3321505,S52,9179,9498, Statistical comparisons predefined done fixed testing sequence hierarchical following order primary followed secondary end points REDUCE 1 gastric ulcers upper GI ulcers duodenal ulcers GI complications REDUCE 2 upper GI ulcers gastric ulcers duodenal ulcers GI complications
0,PMC4215282,S106,15933,16062, AEs SAEs reported summarised throughout treatment safety follow up periods all treated analysis set
8b,PMC3109952,S47,7026,7197, Randomisation simple restricted way stratification blocked allocation allocation sequence computer generated
0,PMC4469977,S105,14754,14871, We included participants available data baseline six week visit primary analysis
0,PMC3489506,S38,4871,5010, At registration parents carers provided booklet advice previously trialled standardised sleep behaviour treatment 12
6a,PMC5264229,S71,8676,8759, Those ADA positive additionally assessed neutralising antibodies
6a,PMC3321505,S62,11484,11675, A pooled analysis patients REDUCE 1 2 prespecified primary end point upper GI ulcers secondary end points gastric ulcers duodenal ulcers
6a,PMC3128457,S83,11154,11259, The clinical outcomes death cause dependency need neurosurgical intervention
6a,PMC3489506,S87,11856,12088, Additional analyses assessed whether change morning wake time number duration night awakenings determine whether observed increase total sleep time explained reduced sleep onset latency
0,PMC3016167,S92,12484,12756, Data included age sex time sting hospital admission history medication admission vomiting soon sting paraesthesia tingling numbness perioral region sometimes reported patient felt body
6a,PMC5099201,S51,7045,7384, The following parameters assessed baseline weeks 4 12 24 52 tender joint count swollen joint count health assessment questionnaire disability index patient global assessment using visual analogue scale VAS evaluator global assessment using VAS C reactive protein CRP ESR matrix metalloproteinase 3
11a,PMC3668094,S56,7727,7943, Testing combined nasal throat swab specimens day five primary virological study endpoint done blinded conditions SEAICRN reference laboratories Vietnam Indonesia
12b,PMC5009486,S91,14165,14309, Non inferiority testing performed time onset action Day 1 cumulative incidence Kaplan  Meier curves plotted
12a,PMC4213545,S71,12643,12887, A logistic random effect model used analyze number percentage patients achieved clinically meaningful improvement baseline SGRQ total score decrease units 19 TDI focal score increase unit
12a,PMC3641608,S85,15452,15561, Z scores determined British reference covers full age range ARROW children 24
0,PMC3348565,S95,14950,15073, We compared baseline characteristics distribution prestated confounders intervention placebo groups
12a,PMC3348565,S105,16204,16286, We assessed violation proportionality assumption Schoenfeld residuals
6a,PMC3002834,S55,6153,6251, EPC levels function compared 45 CRS patients baseline 20 healthy controls
3b,PMC3386495,S38,5956,6154, At end pilot phase since main phase compared treatment open control several additional measures introduced minimise bias assessment early late outcomes 11
6a,PMC3002834,S76,9134,9264, In brief MNC isolated blood using Ficoll density gradient separation Histopaque 1077 Sigma St Louis Missouri USA
5,PMC5033259,S45,7533,7726, In visits patients continued take medication home kept detailed food diary discussed patients visit analyzed registered dietitians
6a,PMC3128457,S58,7710,7837, The maximum linear length A cm multiplied maximum width perpendicular A B maximum depth C cm
0,PMC3128457,S120,15632,15692, All analyses undertaken intention treat basis
6a,PMC3109952,S92,12993,13177, The time clearance plantar warts derived number days randomisation date clearance detailed participant  s self reported questionnaire
5,PMC3036630,S69,8403,8465, Prior sputum induction patients inhaled 200 salbutamol
4a,PMC3489506,S36,4220,4732, Children eligible participate aged 3 years 15 years 8 months registration visit neurodevelopmental disorder scoring 1 5 SD mean adaptive behaviour assessment system ABAS 11 sleep disorder reported parents least past five months characterised failing fall asleep within one hour off  three nights five achieving less six hours continuous sleep three nights five
5,PMC3590447,S60,9266,9320, Intravenous prednisolone administered hospital
0,PMC3944682,S63,9755,9801, Patient parental written consent given
7b,PMC4085478,S70,9723,9945, Discontinuation criteria development complications pseudomembranous colitis SCCAI increase baseline fever 39    C Discontinuation disease exacerbation defined AE
0,PMC3128457,S103,13769,13878, The treatment packs prepared independent clinical trial supply company Bilcare Crickhowell UK
0,PMC3128457,S109,14416,14579, For binary variables considered intracranial finding present reported present readings particular patient  s brain scan
6a,PMC3944682,S79,12013,12064, Duration symptoms rated moderately bad worse
6a,PMC3502035,S78,14420,14796, These stringent blood pressure targets rarely examined feasibility controlled trial mm Hg patient proteinuria mm Hg end organ damage present including form cardiovascular disease diabetes microalbuminuria classic target mm Hg without evidence two criteria
5,PMC3668094,S49,6936,7144, Those persistent tachypnoea dyspnoea hypoxia day five study defined meeting criteria clinical failure continued take randomised dose additional five days
6a,PMC3002834,S73,8941,8993, Isotype stained samples served negative controls
6a,PMC3386495,S69,10756,11025, The primary outcome specified version 1  93 protocol published statistical analysis plan14 proportion patients alive independent measured Oxford Handicap Score OHS 26 commonly used variant modified Rankin score 27
5,PMC4893154,S33,5008,5112, The supplement dose chosen based upon guidelines studies vitamin D supplementation 17
6a,PMC3551223,S65,9638,9924, Each radiograph assessed applying Genant modified Sharp scoring system GSS two independent readers Perceptive Informatics Medical Imaging Services Berlin Germany blinded treatment assignment chronological order radiographs patient s clinical status
6a,PMC4145439,S66,8388,8472, The primary efficacy endpoint change baseline DAS28 CRP Week 12
