CONSORT_Item,PMCID,sentence_id,clean_sentence_text
4a,PMC3028347,S36, Obese children aged 6  12 years recruited newspaper advertisements letters physicians eligible BMI percentile according Centers Disease Control Prevention 2000 growth charts United States prepubertal early pubertal defined breast Tanner stage I  III girls testes 8 mL boys fasting hyperinsulinemia defined fasting insulin 99th percentile fasting insulin among 224 nonobese 6 12 year old children studied outpatients National Institutes Health NIH insulin assay unpublished data
0,PMC3028347,S37, This cut point also consistent prior adult data 41
4a,PMC3028347,S38, Children excluded impaired fasting glucose diabetic reported diagnosed renal cardiac endocrine pulmonary hepatic disease might alter body weight
4a,PMC3028347,S39, Subjects excluded baseline creatinine 1 mg dL alanine aminotransferase ALT aspartate aminotransferase AST exceeded 1 5 times upper limit laboratory normal range
0,PMC3028347,S40, The study approved Institutional Review Boards Eunice Kennedy Shriver National Institute Child Health Human Development NICHD NIH Phoenix Area Indian Health Service
0,PMC3028347,S41, Written assent consent obtained children parents
0,PMC3028347,S42, The study overseen Data Safety Monitoring Board convened NICHD
14a,PMC3028347,S44, We conducted single center trial September 2000 August 2008
3a,PMC3028347,S45, After outpatient screening visit participants admitted inpatients NIH Clinical Research Center CRC assessment entered 6 month randomized placebo controlled double blind treatment period readmitted reassessment
0,PMC3028347,S46, Participants completed randomized phase offered additional 6 months open label metformin
5,PMC3028347,S48, We randomly assigned participants 1 1 randomization ratio receive metformin hydrochloride placebo twice daily meals
8a,PMC3028347,S49, Investigators assigned consecutive code numbers participants prespecified lists stratified race ethnicity sex degree pubertal development
8b,PMC3028347,S50, The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
11b,PMC3028347,S50, The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
8a,PMC3028347,S50, The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
11b,PMC3028347,S51, Grade SST Corporation Clifton NJ capsules 250 mg capsule
8b,PMC3028347,S51, Grade SST Corporation Clifton NJ capsules 250 mg capsule
8a,PMC3028347,S51, Grade SST Corporation Clifton NJ capsules 250 mg capsule
9,PMC3028347,S52, Pharmacy personnel involved conduct study dispensed study capsules containers differed participant code number
11a,PMC3028347,S53, No participant investigator medical nursing staff interacting participants aware study group assignments trial
5,PMC3028347,S54, Once baseline assessments completed subject  s study medication dose progressively increased according prespecified algorithm 3 week period starting 500 mg twice daily increasing maximum dose 1 000 mg twice daily
5,PMC3028347,S55, The typical adult maximum dose selected goal weight severely obese participants enrolled Table 1 anticipated similar adults
5,PMC3028347,S56, We decreased dose 250 mg dose 1 week participants reported difficulty tolerating study medication attempted increase
5,PMC3028347,S57, Study medication dose progressively lowered 250 mg day prescribed dosage could tolerated 7 day trial
5,PMC3028347,S58, Once tolerated dose found attempts made increase dosage prescribed
5,PMC3028347,S59, Study medication discontinued 250 mg day tolerated
5,PMC3028347,S60, A daily chewable multivitamin Flintstones Complete containing 6 cyanocobalamin also prescribed
5,PMC3028347,S61, After conclusion randomized phase participants prescribed increasing doses commercially available metformin two divided doses maximum dose 2 000 mg day plus daily multivitamin additional 6 months
15,PMC3028347,S62, TABLE 1 Baseline participant characteristics          During study phases participant parent guardian met monthly dietitian administered weight reduction lifestyle modification program promoted reduced energy diet increased physical activity decreased inactivity
5,PMC3028347,S62, TABLE 1 Baseline participant characteristics          During study phases participant parent guardian met monthly dietitian administered weight reduction lifestyle modification program promoted reduced energy diet increased physical activity decreased inactivity
5,PMC3028347,S63, Participants trained complete baseline 7 day food diary reviewed registered dietitian
5,PMC3028347,S64, These data used offer individualized prescriptions light   style 42 500 kcal day  deficit diet reduced fat energy intake
5,PMC3028347,S65, The exercise prescription consisted encouraging 30 min aerobic exercise every day inclusion lifestyle exercise whenever possible monitored pedometer readings recorded parents
5,PMC3028347,S66, Adherence gauged self monitoring medication taken food eaten activity performed amount inactive time pedometer readings recorded progress book reviewed monthly
6a,PMC3028347,S68, Subjects met inclusion criteria admitted inpatients CRC following measurements weight hospital gown using calibrated digital scale Life Measurement Instruments Concord CA height triplicate using stadiometer Holtain Crymych U K calibrated measurement abdominal hip circumferences assessed triplicate triceps skinfold thickness Lange calipers Cambridge Scientific Industries Cambridge MD trained research dietitians C G S N G S blood pressure using automated sphygmomanometer Dinamap Plus Critikon Tampa FL measured seated position least 5 min rest hand roentgenogram determination skeletal age whole body fat mass dual energy X ray absorptiometry DEXA 4500A Hologic Bedford MA software version 11 2 air displacement plethysmography intra abdominal subcutaneous abdominal adipose tissue magnetic resonance imaging L2  L3 L4  L5 T1 weighted spin echo images 0 5 T relaxation time 400 ms time excitation 10 ms number repetitions excitations 10
6a,PMC3028347,S69, A 2 h hyperglycemic 200 mg dL clamp also performed baseline follow up admissions estimate insulin sensitivity first phase insulin secretion previously described 43
6a,PMC3028347,S70, First phase insulin calculated mean measurements obtained first 15 min
6a,PMC3028347,S71, Whole body glucose uptake metabolic rate M defined infusion rate exogenous glucose administered corrected urinary glucose losses glucose space correction
6a,PMC3028347,S72, As measure insulin sensitivity SIclamp ratio metabolic rate steady state insulin M I calculated
6a,PMC3028347,S73, At baseline follow up samples obtained fasted state collected measurement ALT AST total HDL cholesterol direct LDL cholesterol triglycerides Synchron LX20 Beckman Coulter Fullerton CA
6a,PMC3028347,S74, Plasma glucose collected tubes containing powdered sodium fluoride measured NIH CRC clinical laboratory using Roche Diagnostics Indianapolis IN analyzer
6a,PMC3028347,S75, C reactive protein measured high sensitivity assay IMMAGE Immunochemistry Systems Beckman Coulter sensitivity 0 020 mg dL
6a,PMC3028347,S76, Vitamin B12 insulin measured chemiluminescent immunoassays using Siemens Healthcare Diagnostics Los Angeles CA Immulite instruments
6a,PMC3028347,S77, Fasting samples used estimate insulin resistance homeostasis model assessment  insulin resistance HOMA IR index  insulin glucose mmol L 22 5
6a,PMC3028347,S78, Diagnosis pediatric metabolic syndrome made three components present among following waist circumference blood pressure triglycerides percentile age sex HDL cholesterol percentile age sex fasting glucose mg dL 44
6a,PMC3028347,S79, Subjects parents also interviewed clinical pharmacist used structured questionnaire containing comprehensive list symptoms designed identify potential adverse drug reactions 45
6a,PMC3028347,S81, The prespecified primary study end point change BMI SD score BMI Z determined end 6 month randomized treatment phase
6a,PMC3028347,S82, Secondary outcomes changes BMI body weight fat mass conclusion randomized phase
6a,PMC3028347,S83, Tertiary outcomes included changes skinfold thickness body circumferences visceral adipose tissue insulin resistance laboratory components metabolic syndrome
0,PMC3028347,S84, Participants seen monthly exchanged unused study medication new supply visit
0,PMC3028347,S85, We used tally returned capsules assess adherence
6a,PMC3028347,S86, Measurements BMI blood pressure liver function plasma lactate serum vitamin B12 obtained visit along interim history obtained using structured list queries
5,PMC3028347,S87, After 6 months treatment subjects re evaluated offered open label metformin second 6 month treatment period continued monthly visits
7a,PMC3028347,S89, Power based prior data collected examining BMI change 6 months obese 6 11 year old children hyperinsulinemia
7a,PMC3028347,S90, We calculated among severely obese children total sample size 60 participants would detect between group difference 0 09 BMI SD score units approximately equivalent 2 kg m2 difference 80 power
7a,PMC3028347,S91, Participant accrual set 100 participants allow much 40 loss follow up 46
12a,PMC3028347,S92, The reported primary data analyses prespecified analyzed using SPSS Windows version 14 0 SPSS Chicago IL
